#blueprint activity materialType materialQuantity productType productQuantity
41372 manufacturing 11535 28 40570 1
41372 manufacturing 11553 36 40570 1
41372 manufacturing 11547 38 40570 1
41372 manufacturing 11541 40 40570 1
41373 invention 20418 3 41374 10
41373 invention 20419 3 41374 10
41373 manufacturing 39 371 40347 1
41373 manufacturing 40 961 40347 1
41373 manufacturing 38 1499 40347 1
41373 manufacturing 37 8951 40347 1
41373 manufacturing 36 27855 40347 1
41373 manufacturing 35 100305 40347 1
41373 manufacturing 34 398051 40347 1
41374 manufacturing 40347 1 40571 1
41374 manufacturing 11478 3 40571 1
41374 manufacturing 11530 22 40571 1
41374 manufacturing 11399 24 40571 1
41374 manufacturing 11536 28 40571 1
41374 manufacturing 11551 36 40571 1
41374 manufacturing 11548 38 40571 1
41374 manufacturing 11538 40 40571 1
41375 manufacturing 23055 1 40556 1
41375 manufacturing 11478 3 40556 1
41375 manufacturing 9834 12 40556 1
41375 manufacturing 11399 12 40556 1
41375 manufacturing 11532 12 40556 1
41375 manufacturing 11537 12 40556 1
41375 manufacturing 11689 12 40556 1
41375 manufacturing 11549 16 40556 1
41376 invention 20418 3 41377 10
41376 invention 20419 3 41377 10
41376 manufacturing 39 147 40358 1
41376 manufacturing 40 232 40358 1
41376 manufacturing 38 516 40358 1
41376 manufacturing 37 2756 40358 1
41376 manufacturing 36 10314 40358 1
41376 manufacturing 35 21284 40358 1
41376 manufacturing 34 115039 40358 1
41377 manufacturing 40358 1 40552 1
41377 manufacturing 11478 3 40552 1
41377 manufacturing 9834 8 40552 1
41377 manufacturing 11537 8 40552 1
41377 manufacturing 11399 10 40552 1
41377 manufacturing 11549 12 40552 1
41377 manufacturing 11532 20 40552 1
41377 manufacturing 16680 40 40552 1
41378 manufacturing 23057 1 40557 1
41378 manufacturing 11478 3 40557 1
41378 manufacturing 9834 12 40557 1
41378 manufacturing 11399 12 40557 1
41378 manufacturing 11533 12 40557 1
41378 manufacturing 11534 12 40557 1
41378 manufacturing 11690 12 40557 1
41378 manufacturing 11550 16 40557 1
41379 invention 20418 3 41380 10
41379 invention 20419 3 41380 10
41379 manufacturing 39 114 40359 1
41379 manufacturing 40 268 40359 1
41379 manufacturing 38 421 40359 1
41379 manufacturing 37 3410 40359 1
41379 manufacturing 36 8091 40359 1
41379 manufacturing 35 33806 40359 1
41379 manufacturing 34 74856 40359 1
41380 manufacturing 40359 1 40554 1
41380 manufacturing 11478 3 40554 1
41380 manufacturing 9834 8 40554 1
41380 manufacturing 11534 8 40554 1
41380 manufacturing 11399 10 40554 1
41380 manufacturing 11550 12 40554 1
41380 manufacturing 11533 20 40554 1
41380 manufacturing 16680 40 40554 1
41381 manufacturing 23059 1 40558 1
41381 manufacturing 11478 3 40558 1
41381 manufacturing 9834 12 40558 1
41381 manufacturing 11399 12 40558 1
41381 manufacturing 11531 12 40558 1
41381 manufacturing 11535 12 40558 1
41381 manufacturing 11688 12 40558 1
41381 manufacturing 11547 16 40558 1
41382 invention 20418 3 41383 10
41382 invention 20419 3 41383 10
41382 manufacturing 39 95 40360 1
41382 manufacturing 40 250 40360 1
41382 manufacturing 38 618 40360 1
41382 manufacturing 37 3901 40360 1
41382 manufacturing 36 9285 40360 1
41382 manufacturing 35 23427 40360 1
41382 manufacturing 34 87845 40360 1
41383 manufacturing 40360 1 40555 1
41383 manufacturing 11478 3 40555 1
41383 manufacturing 9834 8 40555 1
41383 manufacturing 11535 8 40555 1
41383 manufacturing 11399 10 40555 1
41383 manufacturing 11547 12 40555 1
41383 manufacturing 11531 20 40555 1
41383 manufacturing 16680 40 40555 1
41384 manufacturing 23061 1 40559 1
41384 manufacturing 11478 3 40559 1
41384 manufacturing 9834 12 40559 1
41384 manufacturing 11399 12 40559 1
41384 manufacturing 11530 12 40559 1
41384 manufacturing 11536 12 40559 1
41384 manufacturing 11691 12 40559 1
41384 manufacturing 11548 16 40559 1
41385 invention 20418 3 41386 10
41385 invention 20419 3 41386 10
41385 manufacturing 39 104 40361 1
41385 manufacturing 40 275 40361 1
41385 manufacturing 38 448 40361 1
41385 manufacturing 37 2668 40361 1
41385 manufacturing 36 8031 40361 1
41385 manufacturing 35 27888 40361 1
41385 manufacturing 34 110417 40361 1
41386 manufacturing 40361 1 40553 1
41386 manufacturing 11478 3 40553 1
41386 manufacturing 9834 8 40553 1
41386 manufacturing 11536 8 40553 1
41386 manufacturing 11399 10 40553 1
41386 manufacturing 11548 12 40553 1
41386 manufacturing 11530 20 40553 1
41386 manufacturing 16680 40 40553 1
41388 manufacturing 40 3305 40697 1
41388 manufacturing 39 7915 40697 1
41388 manufacturing 38 22119 40697 1
41388 manufacturing 37 79274 40697 1
41388 manufacturing 36 510840 40697 1
41388 manufacturing 35 1084811 40697 1
41388 manufacturing 34 5452217 40697 1
41389 manufacturing 40 3275 40700 1
41389 manufacturing 39 7532 40700 1
41389 manufacturing 38 23450 40700 1
41389 manufacturing 37 80117 40700 1
41389 manufacturing 36 451305 40700 1
41389 manufacturing 35 1114623 40700 1
41389 manufacturing 34 5088736 40700 1
41390 manufacturing 40 3365 40636 1
41390 manufacturing 39 7833 40636 1
41390 manufacturing 38 21708 40636 1
41390 manufacturing 37 75341 40636 1
41390 manufacturing 36 495101 40636 1
41390 manufacturing 35 1117107 40636 1
41390 manufacturing 34 5689436 40636 1
41391 manufacturing 40 3685 40698 1
41391 manufacturing 39 7106 40698 1
41391 manufacturing 38 23811 40698 1
41391 manufacturing 37 82870 40698 1
41391 manufacturing 36 455069 40698 1
41391 manufacturing 35 1203229 40698 1
41391 manufacturing 34 5180562 40698 1
41392 manufacturing 40 3680 40699 1
41392 manufacturing 39 8122 40699 1
41392 manufacturing 38 21790 40699 1
41392 manufacturing 37 74667 40699 1
41392 manufacturing 36 451989 40699 1
41392 manufacturing 35 1165137 40699 1
41392 manufacturing 34 5563174 40699 1
41393 manufacturing 40 3313 40635 1
41393 manufacturing 39 7232 40635 1
41393 manufacturing 38 23959 40635 1
41393 manufacturing 37 75566 40635 1
41393 manufacturing 36 464307 40635 1
41393 manufacturing 35 1201573 40635 1
41393 manufacturing 34 5624392 40635 1
41394 manufacturing 40 3743 40696 1
41394 manufacturing 39 7357 40696 1
41394 manufacturing 38 22480 40696 1
41394 manufacturing 37 77645 40696 1
41394 manufacturing 36 477309 40696 1
41394 manufacturing 35 1163481 40696 1
41394 manufacturing 34 5700914 40696 1
41395 manufacturing 40 2500 41350 1
41395 manufacturing 39 5466 41350 1
41395 manufacturing 38 16433 41350 1
41395 manufacturing 37 56183 41350 1
41395 manufacturing 36 342157 41350 1
41395 manufacturing 35 828100 41350 1
41395 manufacturing 34 3826117 41350 1
41412 manufacturing 40 1166 41411 1
41412 manufacturing 39 2334 41411 1
41412 manufacturing 38 7823 41411 1
41412 manufacturing 37 26033 41411 1
41412 manufacturing 36 154957 41411 1
41412 manufacturing 35 418117 41411 1
41412 manufacturing 34 1717883 41411 1
41413 manufacturing 24283 1 41414 1
41413 manufacturing 41268 13 41414 1
41413 manufacturing 41266 38 41414 1
41413 manufacturing 41267 42 41414 1
41416 manufacturing 11483 1 41415 1
41416 manufacturing 24283 1 41415 1
41416 manufacturing 11399 150 41415 1
41416 manufacturing 11540 188 41415 1
41416 manufacturing 9834 200 41415 1
41416 manufacturing 11539 221 41415 1
41416 manufacturing 11538 235 41415 1
41416 manufacturing 11541 244 41415 1
41418 manufacturing 41415 1 41417 1
41418 manufacturing 41268 16 41417 1
41418 manufacturing 41266 33 41417 1
41418 manufacturing 41267 46 41417 1
41430 manufacturing 11476 1 41423 1
41430 manufacturing 25624 2 41423 1
41430 manufacturing 25609 16 41423 1
41430 manufacturing 25614 16 41423 1
41430 manufacturing 25610 300 41423 1
41430 manufacturing 25613 300 41423 1
41430 manufacturing 25607 760 41423 1
41430 manufacturing 25611 760 41423 1
41430 manufacturing 25612 760 41423 1
41430 manufacturing 25615 760 41423 1
41430 manufacturing 25618 760 41423 1
41431 invention 20413 2 41432 1
41431 invention 20423 2 41432 1
41431 manufacturing 25595 40 41424 1
41431 manufacturing 25605 40 41424 1
41431 manufacturing 25590 900 41424 1
41431 manufacturing 25591 1400 41424 1
41431 manufacturing 25594 1400 41424 1
41431 manufacturing 25588 1600 41424 1
41431 manufacturing 25592 1600 41424 1
41431 manufacturing 25593 1600 41424 1
41431 manufacturing 25596 1600 41424 1
41431 manufacturing 25599 1600 41424 1
41432 manufacturing 11476 1 41425 1
41432 manufacturing 25624 2 41425 1
41432 manufacturing 25609 16 41425 1
41432 manufacturing 25614 16 41425 1
41432 manufacturing 25610 300 41425 1
41432 manufacturing 25613 300 41425 1
41432 manufacturing 25607 760 41425 1
41432 manufacturing 25611 760 41425 1
41432 manufacturing 25612 760 41425 1
41432 manufacturing 25615 760 41425 1
41432 manufacturing 25618 760 41425 1
41433 invention 20413 2 41434 1
41433 invention 20423 2 41434 1
41433 manufacturing 25595 40 41426 1
41433 manufacturing 25605 40 41426 1
41433 manufacturing 25590 900 41426 1
41433 manufacturing 25591 1400 41426 1
41433 manufacturing 25594 1400 41426 1
41433 manufacturing 25588 1600 41426 1
41433 manufacturing 25592 1600 41426 1
41433 manufacturing 25593 1600 41426 1
41433 manufacturing 25596 1600 41426 1
41433 manufacturing 25599 1600 41426 1
41434 manufacturing 11476 1 41427 1
41434 manufacturing 25624 2 41427 1
41434 manufacturing 25609 16 41427 1
41434 manufacturing 25614 16 41427 1
41434 manufacturing 25610 300 41427 1
41434 manufacturing 25613 300 41427 1
41434 manufacturing 25607 760 41427 1
41434 manufacturing 25611 760 41427 1
41434 manufacturing 25612 760 41427 1
41434 manufacturing 25615 760 41427 1
41434 manufacturing 25618 760 41427 1
41435 invention 20413 3 41436 1
41435 invention 20423 3 41436 1
41435 manufacturing 25595 500 41428 1
41435 manufacturing 25605 500 41428 1
41435 manufacturing 25590 11250 41428 1
41435 manufacturing 25591 17500 41428 1
41435 manufacturing 25594 17500 41428 1
41435 manufacturing 25588 20000 41428 1
41435 manufacturing 25592 20000 41428 1
41435 manufacturing 25593 20000 41428 1
41435 manufacturing 25596 20000 41428 1
41435 manufacturing 25599 20000 41428 1
41436 manufacturing 11476 1 41429 1
41436 manufacturing 25624 30 41429 1
41436 manufacturing 25609 240 41429 1
41436 manufacturing 25614 240 41429 1
41436 manufacturing 25610 4500 41429 1
41436 manufacturing 25613 4500 41429 1
41436 manufacturing 25607 11400 41429 1
41436 manufacturing 25611 11400 41429 1
41436 manufacturing 25612 11400 41429 1
41436 manufacturing 25615 11400 41429 1
41436 manufacturing 25618 11400 41429 1
41437 invention 20413 2 41430 1
41437 invention 20423 2 41430 1
41437 manufacturing 25595 40 41422 1
41437 manufacturing 25605 40 41422 1
41437 manufacturing 25590 900 41422 1
41437 manufacturing 25591 1400 41422 1
41437 manufacturing 25594 1400 41422 1
41437 manufacturing 25588 1600 41422 1
41437 manufacturing 25592 1600 41422 1
41437 manufacturing 25593 1600 41422 1
41437 manufacturing 25596 1600 41422 1
41437 manufacturing 25599 1600 41422 1
41438 manufacturing 40 135264 40634 1
41438 manufacturing 39 140713 40634 1
41438 manufacturing 37 644287 40634 1
41438 manufacturing 38 771694 40634 1
41438 manufacturing 36 905915 40634 1
41438 manufacturing 35 2170125 40634 1
41438 manufacturing 34 4300850 40634 1
41445 manufacturing 39 43638 40631 1
41445 manufacturing 40 48181 40631 1
41445 manufacturing 37 243716 40631 1
41445 manufacturing 38 353314 40631 1
41445 manufacturing 36 465954 40631 1
41445 manufacturing 35 1272573 40631 1
41445 manufacturing 34 1708629 40631 1
41446 manufacturing 39 42931 41439 1
41446 manufacturing 40 46295 41439 1
41446 manufacturing 37 274116 41439 1
41446 manufacturing 38 335112 41439 1
41446 manufacturing 36 440610 41439 1
41446 manufacturing 35 1323826 41439 1
41446 manufacturing 34 1809763 41439 1
41447 manufacturing 39 38568 41440 1
41447 manufacturing 40 45005 41440 1
41447 manufacturing 37 246781 41440 1
41447 manufacturing 38 324061 41440 1
41447 manufacturing 36 496173 41440 1
41447 manufacturing 35 1332577 41440 1
41447 manufacturing 34 1660723 41440 1
41448 manufacturing 39 40521 41441 1
41448 manufacturing 40 49074 41441 1
41448 manufacturing 37 279225 41441 1
41448 manufacturing 38 352339 41441 1
41448 manufacturing 36 442072 41441 1
41448 manufacturing 35 1272573 41441 1
41448 manufacturing 34 1768954 41441 1
41449 manufacturing 39 42474 41442 1
41449 manufacturing 40 48231 41442 1
41449 manufacturing 37 281014 41442 1
41449 manufacturing 38 334137 41442 1
41449 manufacturing 36 459131 41442 1
41449 manufacturing 35 1188818 41442 1
41449 manufacturing 34 1870088 41442 1
41450 manufacturing 39 40313 41443 1
41450 manufacturing 40 45502 41443 1
41450 manufacturing 37 274372 41443 1
41450 manufacturing 38 325361 41443 1
41450 manufacturing 36 501535 41443 1
41450 manufacturing 35 1370079 41443 1
41450 manufacturing 34 1779600 41443 1
41451 manufacturing 39 40521 41444 1
41451 manufacturing 40 52250 41444 1
41451 manufacturing 37 280503 41444 1
41451 manufacturing 38 340313 41444 1
41451 manufacturing 36 494711 41444 1
41451 manufacturing 35 1360078 41444 1
41451 manufacturing 34 1650078 41444 1
41452 manufacturing 39 45633 40632 1
41452 manufacturing 40 49719 40632 1
41452 manufacturing 37 268751 40632 1
41452 manufacturing 38 343563 40632 1
41452 manufacturing 36 441584 40632 1
41452 manufacturing 35 1275073 40632 1
41452 manufacturing 34 1807988 40632 1
41532 manufacturing 39 75563 40633 1
41532 manufacturing 40 77506 40633 1
41532 manufacturing 37 365311 40633 1
41532 manufacturing 38 432920 40633 1
41532 manufacturing 36 468358 40633 1
41532 manufacturing 35 1154507 40633 1
41532 manufacturing 34 2563307 40633 1
41535 manufacturing 22175 1 41533 1
41535 manufacturing 22177 1 41533 1
41535 manufacturing 17893 50 41533 1
41535 manufacturing 17894 50 41533 1
41535 manufacturing 17895 50 41533 1
41536 manufacturing 30832 1 41534 1
41536 manufacturing 30834 1 41534 1
41536 manufacturing 17893 100 41534 1
41536 manufacturing 17894 100 41534 1
41536 manufacturing 17895 100 41534 1
41582 manufacturing 21029 5 37604 1
41582 manufacturing 21009 7 37604 1
41582 manufacturing 21013 8 37604 1
41582 manufacturing 21023 8 37604 1
41582 manufacturing 21025 8 37604 1
41582 manufacturing 21035 8 37604 1
41582 manufacturing 24560 8 37604 1
41582 manufacturing 21037 13 37604 1
41582 manufacturing 24558 16 37604 1
41582 manufacturing 21019 17 37604 1
41582 manufacturing 21021 17 37604 1
41582 manufacturing 21017 25 37604 1
41582 manufacturing 21039 25 37604 1
41583 manufacturing 21029 5 37605 1
41583 manufacturing 21009 7 37605 1
41583 manufacturing 21013 8 37605 1
41583 manufacturing 21017 8 37605 1
41583 manufacturing 21025 8 37605 1
41583 manufacturing 24560 8 37605 1
41583 manufacturing 21021 9 37605 1
41583 manufacturing 21037 13 37605 1
41583 manufacturing 24558 16 37605 1
41583 manufacturing 21019 17 37605 1
41583 manufacturing 21035 17 37605 1
41583 manufacturing 21023 25 37605 1
41583 manufacturing 21039 25 37605 1
41584 manufacturing 21029 5 37607 1
41584 manufacturing 21009 7 37607 1
41584 manufacturing 21013 8 37607 1
41584 manufacturing 21025 8 37607 1
41584 manufacturing 24560 8 37607 1
41584 manufacturing 21021 11 37607 1
41584 manufacturing 21023 12 37607 1
41584 manufacturing 21037 13 37607 1
41584 manufacturing 21035 15 37607 1
41584 manufacturing 24558 16 37607 1
41584 manufacturing 21019 17 37607 1
41584 manufacturing 21017 21 37607 1
41584 manufacturing 21039 25 37607 1
41585 manufacturing 21029 5 37606 1
41585 manufacturing 21009 7 37606 1
41585 manufacturing 21013 8 37606 1
41585 manufacturing 21025 8 37606 1
41585 manufacturing 24560 8 37606 1
41585 manufacturing 21035 10 37606 1
41585 manufacturing 21017 12 37606 1
41585 manufacturing 21037 13 37606 1
41585 manufacturing 21021 16 37606 1
41585 manufacturing 24558 16 37606 1
41585 manufacturing 21019 17 37606 1
41585 manufacturing 21023 21 37606 1
41585 manufacturing 21039 25 37606 1
41590 manufacturing 40 2 41517 1
41590 manufacturing 34 3 41517 1
41590 manufacturing 38 3 41517 1
41590 manufacturing 39 3 41517 1
41590 manufacturing 35 4 41517 1
41590 manufacturing 36 5 41517 1
41590 manufacturing 37 5 41517 1
41591 manufacturing 35 2 41518 1
41591 manufacturing 40 2 41518 1
41591 manufacturing 36 3 41518 1
41591 manufacturing 37 3 41518 1
41591 manufacturing 34 4 41518 1
41591 manufacturing 38 5 41518 1
41591 manufacturing 39 5 41518 1
41592 manufacturing 35 1 41519 1
41592 manufacturing 37 1 41519 1
41592 manufacturing 38 2 41519 1
41592 manufacturing 39 2 41519 1
41592 manufacturing 36 3 41519 1
41592 manufacturing 40 4 41519 1
41593 manufacturing 36 1 41520 1
41593 manufacturing 35 2 41520 1
41593 manufacturing 40 2 41520 1
41593 manufacturing 34 4 41520 1
41593 manufacturing 37 5 41520 1
41593 manufacturing 39 5 41520 1
41594 manufacturing 36 1 41521 1
41594 manufacturing 37 1 41521 1
41594 manufacturing 38 4 41521 1
41594 manufacturing 39 5 41521 1
41595 manufacturing 38 2 41522 1
41595 manufacturing 39 2 41522 1
41595 manufacturing 36 3 41522 1
41595 manufacturing 37 3 41522 1
41595 manufacturing 35 4 41522 1
41595 manufacturing 40 4 41522 1
41596 manufacturing 38 3 41523 1
41596 manufacturing 39 3 41523 1
41596 manufacturing 40 3 41523 1
41596 manufacturing 34 5 41523 1
41597 manufacturing 34 3 41524 1
41597 manufacturing 39 3 41524 1
41597 manufacturing 40 3 41524 1
41597 manufacturing 36 4 41524 1
41597 manufacturing 38 5 41524 1
41598 manufacturing 40 9 41489 10
41598 manufacturing 38 11 41489 10
41598 manufacturing 39 18 41489 10
41598 manufacturing 37 37 41489 10
41598 manufacturing 35 310 41489 10
41598 manufacturing 36 323 41489 10
41598 manufacturing 34 2872 41489 10
41599 invention 20171 8 41602 5
41599 invention 20414 8 41602 5
41599 manufacturing 39 2717 40354 1
41599 manufacturing 40 3146 40354 1
41599 manufacturing 38 6240 40354 1
41599 manufacturing 37 37075 40354 1
41599 manufacturing 36 54483 40354 1
41599 manufacturing 35 302176 40354 1
41599 manufacturing 34 506557 40354 1
41600 manufacturing 40354 1 40356 1
41600 manufacturing 41267 9 40356 1
41600 manufacturing 41266 37 40356 1
41600 manufacturing 41268 46 40356 1
41601 manufacturing 40354 1 40355 1
41601 manufacturing 41308 12 40355 1
41601 manufacturing 41309 43 40355 1
41601 manufacturing 41307 51 40355 1
41602 manufacturing 40354 1 40357 1
41602 manufacturing 11484 3 40357 1
41602 manufacturing 11558 1206 40357 1
41602 manufacturing 11399 2056 40357 1
41602 manufacturing 3685 8145 40357 1
41603 manufacturing 40357 1 41459 1
41603 manufacturing 2876 10 41459 1
41603 manufacturing 2867 13 41459 1
41603 manufacturing 2875 20 41459 1
41604 manufacturing 40357 1 41460 1
41604 manufacturing 41267 8 41460 1
41604 manufacturing 41308 10 41460 1
41604 manufacturing 41307 37 41460 1
41604 manufacturing 41309 47 41460 1
41604 manufacturing 41268 49 41460 1
41604 manufacturing 41266 52 41460 1
41605 manufacturing 40357 1 41461 1
41605 manufacturing 41267 11 41461 1
41605 manufacturing 41308 12 41461 1
41605 manufacturing 41268 39 41461 1
41605 manufacturing 41307 40 41461 1
41605 manufacturing 41309 43 41461 1
41605 manufacturing 41266 45 41461 1
41606 manufacturing 40357 1 41462 1
41606 manufacturing 41267 9 41462 1
41606 manufacturing 41308 11 41462 1
41606 manufacturing 41266 43 41462 1
41606 manufacturing 41307 50 41462 1
41606 manufacturing 41268 51 41462 1
41606 manufacturing 41309 51 41462 1
41607 invention 20171 8 41610 5
41607 invention 20416 8 41610 5
41607 manufacturing 40 71 40348 1
41607 manufacturing 39 333 40348 1
41607 manufacturing 38 603 40348 1
41607 manufacturing 37 32296 40348 1
41607 manufacturing 35 230554 40348 1
41607 manufacturing 36 374182 40348 1
41607 manufacturing 34 683662 40348 1
41608 manufacturing 40348 1 40350 1
41608 manufacturing 41268 3 40350 1
41608 manufacturing 41266 6 40350 1
41608 manufacturing 41267 78 40350 1
41609 manufacturing 40348 1 40349 1
41609 manufacturing 41309 3 40349 1
41609 manufacturing 41307 7 40349 1
41609 manufacturing 41308 92 40349 1
41610 manufacturing 40348 1 40351 1
41610 manufacturing 11475 3 40351 1
41610 manufacturing 11399 3957 40351 1
41610 manufacturing 11543 4268 40351 1
41611 manufacturing 40351 1 41456 1
41611 manufacturing 2868 10 41456 1
41611 manufacturing 2867 13 41456 1
41611 manufacturing 2869 20 41456 1
41612 manufacturing 40351 1 41457 1
41612 manufacturing 41266 3 41457 1
41612 manufacturing 41309 3 41457 1
41612 manufacturing 41307 6 41457 1
41612 manufacturing 41268 8 41457 1
41612 manufacturing 41267 83 41457 1
41612 manufacturing 41308 104 41457 1
41613 manufacturing 40351 1 41458 1
41613 manufacturing 41266 3 41458 1
41613 manufacturing 41309 3 41458 1
41613 manufacturing 41307 6 41458 1
41613 manufacturing 41268 7 41458 1
41613 manufacturing 41267 78 41458 1
41613 manufacturing 41308 91 41458 1
41614 manufacturing 20701 1 41498 1
41614 manufacturing 41269 29 41498 1
41614 manufacturing 41303 29 41498 1
41614 manufacturing 41302 31 41498 1
41615 manufacturing 20701 1 41499 1
41615 manufacturing 41267 33 41499 1
41615 manufacturing 41268 34 41499 1
41615 manufacturing 41266 35 41499 1
41616 manufacturing 20701 1 41500 1
41616 manufacturing 11475 3 41500 1
41616 manufacturing 9848 1284 41500 1
41616 manufacturing 11539 2545 41500 1
41616 manufacturing 11399 4589 41500 1
41618 manufacturing 41500 1 41501 1
41618 manufacturing 41267 26 41501 1
41618 manufacturing 41268 26 41501 1
41618 manufacturing 41266 28 41501 1
41618 manufacturing 41303 28 41501 1
41618 manufacturing 41302 32 41501 1
41618 manufacturing 41269 33 41501 1
41619 manufacturing 41500 1 41502 1
41619 manufacturing 41267 24 41502 1
41619 manufacturing 41268 28 41502 1
41619 manufacturing 41266 31 41502 1
41619 manufacturing 41302 31 41502 1
41619 manufacturing 41303 32 41502 1
41619 manufacturing 41269 35 41502 1
41620 manufacturing 39 4731 41503 1
41620 manufacturing 40 5001 41503 1
41620 manufacturing 38 15573 41503 1
41620 manufacturing 37 63985 41503 1
41620 manufacturing 36 90903 41503 1
41620 manufacturing 35 477063 41503 1
41620 manufacturing 34 1057824 41503 1
41621 manufacturing 24569 1 41463 1
41621 manufacturing 41269 25 41463 1
41621 manufacturing 41303 30 41463 1
41621 manufacturing 41302 33 41463 1
41622 manufacturing 24569 1 41464 1
41622 manufacturing 41267 26 41464 1
41622 manufacturing 41266 29 41464 1
41622 manufacturing 41268 32 41464 1
41623 manufacturing 24569 1 41466 1
41623 manufacturing 11475 3 41466 1
41623 manufacturing 11539 345 41466 1
41623 manufacturing 11399 352 41466 1
41623 manufacturing 9848 557 41466 1
41624 manufacturing 24569 1 41465 1
41624 manufacturing 41310 24 41465 1
41624 manufacturing 41312 27 41465 1
41624 manufacturing 41311 32 41465 1
41625 manufacturing 41466 1 41467 1
41625 manufacturing 41269 25 41467 1
41625 manufacturing 41268 28 41467 1
41625 manufacturing 41303 29 41467 1
41625 manufacturing 41312 31 41467 1
41625 manufacturing 41266 32 41467 1
41625 manufacturing 41311 32 41467 1
41625 manufacturing 41302 33 41467 1
41625 manufacturing 41267 34 41467 1
41625 manufacturing 41310 35 41467 1
41626 manufacturing 41466 1 41468 1
41626 manufacturing 41267 25 41468 1
41626 manufacturing 41266 27 41468 1
41626 manufacturing 41302 28 41468 1
41626 manufacturing 41268 29 41468 1
41626 manufacturing 41269 31 41468 1
41626 manufacturing 41311 34 41468 1
41626 manufacturing 41312 34 41468 1
41626 manufacturing 41303 35 41468 1
41626 manufacturing 41310 35 41468 1
41627 invention 20415 8 41630 5
41627 invention 20416 8 41630 5
41627 manufacturing 40 3157 41511 1
41627 manufacturing 39 3385 41511 1
41627 manufacturing 38 7793 41511 1
41627 manufacturing 37 44403 41511 1
41627 manufacturing 36 77331 41511 1
41627 manufacturing 35 351768 41511 1
41627 manufacturing 34 674218 41511 1
41628 invention 20415 8 41630 5
41628 invention 20416 8 41630 5
41628 manufacturing 41511 1 41512 1
41628 manufacturing 41303 24 41512 1
41628 manufacturing 41302 27 41512 1
41628 manufacturing 41269 29 41512 1
41629 invention 20415 8 41630 5
41629 invention 20416 8 41630 5
41629 manufacturing 41511 1 41513 1
41629 manufacturing 41268 24 41513 1
41629 manufacturing 41266 26 41513 1
41629 manufacturing 41267 27 41513 1
41630 manufacturing 41511 1 41514 1
41630 manufacturing 11475 3 41514 1
41630 manufacturing 11399 228 41514 1
41630 manufacturing 11538 261 41514 1
41630 manufacturing 9848 525 41514 1
41631 manufacturing 27934 1 41475 1
41631 manufacturing 11475 3 41475 1
41631 manufacturing 9848 324 41475 1
41631 manufacturing 11538 423 41475 1
41631 manufacturing 11399 482 41475 1
41632 manufacturing 20703 1 41505 1
41632 manufacturing 41268 26 41505 1
41632 manufacturing 41267 27 41505 1
41632 manufacturing 41266 35 41505 1
41633 manufacturing 20703 1 41506 1
41633 manufacturing 41269 26 41506 1
41633 manufacturing 41302 34 41506 1
41633 manufacturing 41303 35 41506 1
41634 manufacturing 20703 1 41507 1
41634 manufacturing 11484 3 41507 1
41634 manufacturing 11399 453 41507 1
41634 manufacturing 9838 489 41507 1
41634 manufacturing 11556 592 41507 1
41635 manufacturing 41507 1 41508 1
41635 manufacturing 41267 25 41508 1
41635 manufacturing 41268 27 41508 1
41635 manufacturing 41269 27 41508 1
41635 manufacturing 41303 27 41508 1
41635 manufacturing 41302 28 41508 1
41635 manufacturing 41266 30 41508 1
41636 manufacturing 41507 1 41509 1
41636 manufacturing 41266 26 41509 1
41636 manufacturing 41268 31 41509 1
41636 manufacturing 41302 31 41509 1
41636 manufacturing 41269 34 41509 1
41636 manufacturing 41267 35 41509 1
41636 manufacturing 41303 35 41509 1
41637 manufacturing 41507 1 41510 1
41637 manufacturing 41269 25 41510 1
41637 manufacturing 41267 27 41510 1
41637 manufacturing 41302 28 41510 1
41637 manufacturing 41266 31 41510 1
41637 manufacturing 41268 33 41510 1
41637 manufacturing 41303 33 41510 1
41638 manufacturing 39 4977 41504 1
41638 manufacturing 40 6341 41504 1
41638 manufacturing 38 12230 41504 1
41638 manufacturing 37 72656 41504 1
41638 manufacturing 36 116778 41504 1
41638 manufacturing 35 611423 41504 1
41638 manufacturing 34 834277 41504 1
41639 invention 20411 8 41641 5
41639 invention 20414 8 41641 5
41639 manufacturing 40 462 41484 1
41639 manufacturing 38 525 41484 1
41639 manufacturing 39 724 41484 1
41639 manufacturing 37 874 41484 1
41639 manufacturing 36 4264 41484 1
41639 manufacturing 35 4359 41484 1
41639 manufacturing 34 23677 41484 1
41640 manufacturing 41484 1 41485 1
41640 manufacturing 41266 9 41485 1
41640 manufacturing 41267 42 41485 1
41640 manufacturing 41268 57 41485 1
41641 manufacturing 41484 1 41486 1
41641 manufacturing 11482 3 41486 1
41641 manufacturing 9838 32 41486 1
41641 manufacturing 11399 32 41486 1
41641 manufacturing 11539 32 41486 1
41641 manufacturing 11554 118 41486 1
41642 manufacturing 41486 1 41487 1
41642 manufacturing 41266 10 41487 1
41642 manufacturing 41267 37 41487 1
41642 manufacturing 41268 53 41487 1
41643 manufacturing 41486 1 41488 1
41643 manufacturing 41266 9 41488 1
41643 manufacturing 41267 46 41488 1
41643 manufacturing 41268 54 41488 1
41644 invention 20411 8 41646 5
41644 invention 20414 8 41646 5
41644 manufacturing 39 3461 41491 1
41644 manufacturing 40 5379 41491 1
41644 manufacturing 38 12506 41491 1
41644 manufacturing 37 48124 41491 1
41644 manufacturing 36 87632 41491 1
41644 manufacturing 35 422937 41491 1
